,content,uuid
58,Importing Data: Python Data Playbook,bd809a8f1d1544fdaa4ba271cfff16f5
59,Implementing a Self-hosted Docker Registry,f9a73e7d3ce244eaafdfb98c7ce4fc17
60,XML Syntax Fundamentals,e1b62ecabcc34f1daa980d8c89db536d
61,Getting Started with Hortonworks Data Platform,ed0149620b6944b8a843502b60357f62
62,Enterprise Skills in Hortonworks Data Platform,d05a233f95e0434590091d62c8950c62
63,Take Control of Your Big Data with HUE in Cloudera CDH,5311950ea0144a9e8e04536384b43574
65,Cloud-native Architecture: The Big Picture,be31e70941644a518e96692ebe65af8a
66,Artificial Intelligence: The Big Picture of AI,3605a22e5c8c41ac9895ebcb2069c050
67,DevSecOps: The Big Picture ,e4f8cb88624d49e08b8c2d7374bc378c
68,Integrating Docker with DevOps Automated Workflows,de539a78e0694d55a6e90bdb1fb30777
69,Continuous Integration and Continuous Delivery: The Big Picture,168559991b9e42ae969895bdeaeb0577
70,Automating Cisco Endpoint Security Solutions Using APIs,bd09ee6e7cb04878972c0d87694fd90f
71,Cisco Core Security: Content Security with Cisco WSA & Cisco Umbrella,8a9975018d394ca2b5121177032deb24
72,Introduction to Security and Architecture on AWS,19ee6679fc4144648de2f769e0b10b66
73,Designing RESTful Web APIs,96e3db21ad3542dc9a777f4b834ca490
75,Getting Started with Apache Kafka,69c6eb94218d495084577599542f6ae0
77,Cisco Core Security: Security Concepts,9b2c5f6c1c8447a2b4c60a5f0a514de7
78,Pandas Fundamentals,3ef7a02b5ea84702aa0e2b7c7c35b794
79,Creating Reusable React Components,fd5a4b9364d844018ad1e1046d09e810
80,VLAN Operation and Configuration,ea4dac86b46b404d899eecd52a2875fd
81,Network Layer Addressing and Subnetting,52cd19dab9714607b0d4bc577f4b57ca
82,Understanding and Applying Financial Risk Modeling Techniques,d17d1281eb8b42ce9187d4cf7a05ef72
84,Automating Cisco DNA Center Operations Using APIs,24477e40021d47a39745ab02e27af0a0
85,Become a Full-stack .NET Developer,f7a56397d92d46d78df9621244401742
86,Algorithms and Data Structures - Part 1,7883af447d434f40831c2fff505d2296
87,Fusion 360 CAM: Toolpath Essentials,1c9142bee5f24850bf46ebadb76284fa
88,Getting Started with Modeling in Fusion 360,d515e7c4b92e448289aa3e91af89ecd9
89,"Communications: How to Talk, Write, Present, and Get Ahead!",cd8dff42ead54cb38c3089d6a78c1bb5
91,Advanced Python,77cf9a7d932e43f583971df547f99ca2
92,Microservices: The Big Picture,5599974933c6428ab04f74bc96740b01
94,Node.js: Getting Started,6f2a7e6a89a241308c84a08cd92bdfda
95,Java Fundamentals: NIO and NIO2,54d0a0a3b96b423ab98c8019c0260e47
97,TypeScript Fundamentals,5c008f009fe243459e2b7aed477e97e6
98,Clean Code: Writing Code for Humans,4700f041150d4e4b84ab64276c2f7c56
99,Fundamentals of Machine Learning on AWS,0d1883d6d58144ab8e55483bbac6ffeb
100,Data Engineering with AWS Machine Learning,96705eb57068400f9789b92eb9f7f0f6
101,Learning the Essentials of CentOS Enterprise Linux 7 Administration,805681e3bd6549c09a5bf8ad56b1f1e7
102,Architecting for Reliability on AWS,d76af8b9f78b4fdf8d53b51f5afd55a3
103,Jira Integrations,d5f37fdd867844a69bd81dc6187a15cd
104,Jira: Getting Started,ca9d1ab83d0740a8b6412c137fe74daf
105,"Being a Better Communicator: Grammar, De-jargoning, and Articulation",3b9a1af640ed4d7da714a93ecc5aabba
106,Blockchain â€“ Principles and Practices,611ab862b0a44e03be5b48d866c73542
107,Speaking Fundamentals,f272893baa2e453fa7d0e4675965122c
108,Angular Fundamentals,3e2c3c53f5f84f8791fca9daaa194012
109,Ansible Fundamentals,37df7e91ca6045088b9d9565d426364a
111,Software Defined Networking (SDN): The Big Picture,7d404a67101b4aef8cd5b14d308a9e21
112,Databases: Executive Briefing,e817af4a54e542db907942dfd56897c2
113,Assessing and Enhancing Applications Using Cisco DevNet Techniques,6dfdbcd93ade4e95902601043a38d66c
114,Cryptography Application,2ea3cc4dbb904e1198f576e863de3e41
115,vSphere 7: Configuring and Managing vSphere Networking,ddf538a89ce54d949f948f94e77f9000
117,Finding Relationships in Data with Python,e8730aa254ee4a7cbe2706867d36cba9
118,Communicating Data Insights,78ca8326ac3c4d30a0a862e01f7ef2e9
120,Linux: Email Services (LPIC-2),d44a8a82e1884591b3586bb32db54fa4
121,Getting Started with Django CMS,6e428c8f92e247c6bcd7b574efc7678b
123,Data Science: The Big Picture,43adce5e1b39469d8665e755c21a4d1a
124,Fundamental Cloud Concepts for AWS,6c45a263e5a44dad8342f081f49c78ca
126,Core Python: Robust Resource and Error Handling,6e40b373fad84f87a9f21d1bb0a5e8d8
127,Mastering Git,31639ec8b7cf4b3ca55cd1cbc89bf4c4
129,How Git Works,2be18f60a9a948559f2845fe9e69db49
132,Web API Design,9a2ddf815e7e4025b6f440b206fbdec3
133,Postman Fundamentals,3bb791b0a7004df49ddc87e2c734ed7f
139,Oracle PL/SQL Fundamentals - Part 1,df12f4ca3278473bb335388a72f71b44
140,CentOS Enterprise Linux 7 User and Group Management,93fedb3d6d314b2eadb22892585e6cdb
141,Cisco Enterprise Networks: Basic Networking and IP Fundamentals ,4f6684516c9d414088188851d2c7038c
142,Managing Anger and Frustration in the Workplace,d4f97cda145844e6b5ed661c2fd93e26
143,Angular: Getting Started,cde4113d3e664328b8401205af81dedf
144,Understanding AWS Core Services,91539fb12de8484784fe7276dd73e45e
146,Fireside Chat with Google Cloud & The Home Depot,9f68fe6b7b6c405fbe0b2067a2f903a5
147,Getting Started with Google Kubernetes Engine,e613bf62b8f64a09b268dcb210712528
148,Mitigating Vulnerabilities on Google Cloud,adf81811feee43fea3dd29042989eadf
149,Essential Cloud Infrastructure: Foundation,dd1af54e6e8d4f53a3b77e3739164d22
150,Elastic Google Cloud Infrastructure: Scaling and Automation,cb6f0048aa114f38b1e70cdeb0050ee4
151,Spring Framework: Spring Fundamentals,aae6b00916b64cecb64c51099ce02cd0
153,Getting Started with Git,d9a80d75d03c4221b79aaa97bc51e2b4
154,Getting Started with Jenkins,1e079ba23d124eb0a90d902ac2cf80aa
155,Go: Getting Started ,0d918d7f2dbe45b0afaf9e3f297c8c54
156,Java Fundamentals: Generics,9ea83f6c58e440fc9a8fd88a0dbc5162
158,Automating Cisco SD-WAN Operations Using APIs,96fd7a67727446b5897ecbfb2fbb84b2
161,Wide Area Networking and VPN Operation,fc925a1c34854e30b8040a07af8167d8
162,Ethernet Operation and Switch Configuration,0413fa54887f4593b76ed91167a50276
163,Network Address Translation Operation and Configuration,e62ed80283b547f0b876a2d8f1813ce8
164,Routing IPv4 and IPv6,5d62a395d29a4693a02a1fc654a61a2c
165,Managing Cisco Networks via Infrastructure as Code,ee6842a42cdf4baa815e65fcf769fd75
167,React: Getting Started,d00444724e594861be981a3ebafe7aea
168,Spring Framework: Creating Your First Spring Boot Application,15e9f393585b4505a105bc8ef9bf5f55
169,"Building a Web App with ASP.NET Core, MVC, Entity Framework Core, Bootstrap, and Angular",1df3df0dc65c48a9bad35919622ed199
170,Mastering TCP Analysis with Wireshark,9ca25b0eee874da3b8cedcad670fa893
171,Introduction to the Flask Microframework,7e099d7f7af04ab79b0180bb71c6b9ee
174,Ethical Hacking: Understanding Ethical Hacking,fc59338d95a44833b3c8ba807aae12f9
176,"Cisco Data Center Core: Applying Network, Compute, and Storage Security",724398a354a64e189c2bfe58ce9956fc
177,Building JAX-WS Web Services with Apache CXF,405824a0b06f4be19557a12eb350739d
178,RESTFul Services in Java using Jersey,991c947e52894eef9baea1b1781cc06f
179,Introduction to Cloud Identity,4c29400e7534419fa79262549df0d778
180,Kubernetes for Developers: Core Concepts,839e6220dd3249f78e53b5599d01b5db
182,Managing Cisco Products Using Advanced API-based Methods,966ab831cfc24e208ad7ad11b87ceb13
184,Networking Concepts and Protocols,949740f16a484a909ff2ba49b64cf734
185,Docker Deep Dive,2e559996a33c45f58bebf71d1769b99f
188,Implementing Cisco ACI ,c74c81b87f03468fa18280b37eec277f
189,Cisco Enterprise Networks: Implementing OSPF,b629ae8f59054a7d8e7ecf3052541831
192,Introduction to Amazon Kinesis Stream,c37b26c1e01a46d6986dde46f5c50d64
196,AWS Networking Deep Dive: Virtual Private Cloud (VPC),7c779d6957fb42ef86f7e9647025428b
202,Managing OpenStack Authentication and Authorization with Keystone,d4e025afc7654fbb9cf330a4d25c8ad3
203,Building Scalable APIs with GraphQL,fed6c1d9f5114d3b85893b02ddcd9aaf
204,Implementing Amazon S3 Storage on AWS,6297a3b30e804cdf991bf1c65a0f2d5a
206,JavaScript Fundamentals,f290cc1bf07c47e8b26323a3fa34c211
209,Migrating to Google Cloud,f915fa48d84e4c44bfd4037306c196ea
211,Fundamentals of Using Cisco ACI,89b70709c1d547e994e06a305183d4b3
212,Designing and Architecting the Cisco ACI,471e106faa744365b4773530462f1d21
216,Configuring and Managing Kubernetes Storage and Scheduling,d479813209844494b3ab151871b0ca7d
218,Networking in Google Cloud: Defining and Implementing Networks,b6b298e7b52f4af191db3b7b698878dc
220,Python: Getting Started,f5dab48276b94073b55c08d8b0b4d506
224,VPNs and Wireless Networks,7cdac9eed69c47a8bfb841b807b41b4b
225,Designing Cisco Wireless Networks: Wireless Site Surveys,5043d83a541b404a9a00e84986bcdf6f
228,5G Networks: Executive Briefing,204909e7bf214ec299a4f617ee093bc8
232,Cisco Collaboration Core: Infrastructure and Design,7af7de1eac94435ba60d211261fb91c7
233,Java Fundamentals: Object-oriented Design,52168642be0048afba5e00fd324d8626
236,Microservices Architectural Design Patterns Playbook,d905aaa94f3549e7b62b8a657331a1c6
237,Introduction to SQL,34e0907f52dc4503a12834624f3ef76e
238,Python: The Big Picture,d482324c2c9a41b1b1139f3510fd8881
243,Building Your First Python Analytics Solution,8285107ffc774425bc0c417d2ea39954
244,Understanding Machine Learning with Python,fb18a100e48845f8bcedae7c7ff1a391
245,Design Patterns with Python,3416eb26e5f246ccb56d2d4d1acde0a9
246,Build Your First Dashboard with Tableau,f1559148911142c19bdcbfd122f5dc30
248,Introduction to Presentation Design,a03624ad43994bd0ad81455ffe986b45
250,Introduction to the Cisco Certified DevNet Professional Certification ,65970bbde9434cb6935da89fb2aff745
257,VMware NSX for vSphere: Network Services,e99c40f60f494c0bbd53eba0be458938
260,Site Reliability Engineering (SRE): The Big Picture,8c73c26660c349f69e32675f55bc9360
261,Kubernetes for Developers: Deploying Your Code,9f055fa3dc444dfd9eebd0f28d598a22
264,Analyzing Network Protocols with Wireshark,cbe1e0d160f740d79ba2a3b96c71a6c3
265,JIRA Fundamentals,ba08a08142674c48ac2228f6a743886b
268,Test-driven Development: The Big Picture,fa310d6f9d19420ba77b299b774ed5f7
271,Getting Started with Stream Processing with Spark Streaming,c89a0db9a1094089900a6722f4d1b9fe
278,Infrastructure from Code: The Big Picture,69771218c9734b26975454ba231769f5
282,Gathering Good Requirements for Developers,2349c46c734f47878fcdc2010388de0e
286,Implementing Amazon Elastic Block Store (EBS),8d345ccdaa874234b866f5f77dfeb419
287,How Google does Machine Learning,4fad76a18625491a81acede6b242e0d6
288,Red Hat Enterprise Linux Shell Fundamentals,6a5c2b9c3f964c99b6e0db0767d4c98b
289,VMware NSX for vSphere Introduction and Installation,13602b16b9b34e3b9e10551478982e3d
291,"Scaling Applications with Microservices, MassTransit, and RabbitMQ",dd8ddb2bc5464ee2b9d82778c874d249
292,UI Development in a Microservices World,f0145b15e0f046dc98ba73292fc13c6a
293,VBA Fundamentals,2cf95b2fcb274bd685ab02d6b1d59ebb
297,Cisco ACI Programmability,77e5fcc1f4494bb683f9f93783e2343a
299,Testing Ruby Applications with RSpec,26f00614955b4a4cb362b09f70f4e146
301,Computer Fundamentals: Hardware,aef2a4a833d549dcaba3eca64916fdd6
306,Demystifying the AWS Certified Machine Learning Specialty Exam,c8e33c7d38ad4ec49989be14c0ba1c15
307,Introduction to Wireshark,36f90bbaae394c61a168dfab997fae4a
308,Searching and Analyzing Data with Elasticsearch: Getting Started,260f7e252f4c425b8b16fffbc9205796
317,Getting Started with Wireshark,98486dd4ad3c42f4819e7572e604d9a0
318,Cisco Enterprise Networks: Layer 2 Troubleshooting,e49d76822c674f668503ac312bf064c7
319,Cisco Enterprise Networks: Infrastructure Security,68d4fe1c0d5443218067d8d1f3626e14
321,vSphere 7: Installing and Configuring vCenter Server and ESXi Hosts,770ccefa7b004a5e9508f0564d902f93
324,JCache Fundamentals,a03fcfe6603a496393a4d24db5398180
325,Implementing AWS Networking Security Groups,2d188e99180042ee997c7efba21f24ae
327,Linux Monitoring and Maintenance (LPIC-2),ca7b349d1f554ab4a6bf2aae2422ffbe
334,Snowflake Cloud Data Platform: Getting Started,5d045f90e63744afa8d36efd51fb5792
336,Introduction to Cisco Automation and Software Defined Networks,9d9482b7a21544178134b7028c732cb1
337,Building Hardware Labs for CCNA Study,b645316caad54b9dbce402e7f28fddf5
339,Designing a Hybrid Cloud in Azure,de2ac279af1647a9b944d4743cdab169
343,Google Cloud Product Fundamentals,8e0f98d852ae45f0a25534f477809872
345,Packaging Applications with Helm for Kubernetes,bd656d4e32874739aa2467aae9e089e5
346,Getting Started with Docker,78c13658afe24cb7a66b0fdd7e325ccd
348,Cisco Topologies and Troubleshooting for CCNA Studies,d97819477a804569a822bdbd0b4926c1
350,Python Fundamentals,d90d7073091b4f32ad0136135debb069
353,Angular: The Big Picture,7cd9195b393044fc99d3a506aca48ce8
361,Architecting for Security on AWS,7a202910335b40048bd483763c18e43a
365,Shell Scripting with Bash,c5fa063f5f5449d99295d83d78454ecf
370,"Building, Configuring, and Troubleshooting ACLs",f9f6621796754efab7c00c738ed64b26
380,Structuring Angular Applications with Angular Libraries,36bf13478a5848f4a909509a86b7962c
381,Securing and Monitoring AWS Workloads,dcf9bba3ef96474ca3c84d02cb1ed9df
383,Docker for Web Developers,4829305ad0b84f57b741e2ceb424d5cc
389,React Fundamentals,6c1bf79113584696aa87fb470d61a351
392,Demystifying the AWS Certified Solutions Architect: Associate Exam,806a0ac6353147388d1744830532935b
394,OneNote for Windows 10,1a48974f993f44ca82720dc36cb2ca9e
395,Getting Started with Hazelcast,465cd148e81c49fba8e4dc10c7d7da73
396,Architecting for Cost on AWS,524ca62cf0104813917e282cc7ebe128
400,Kubernetes Installation and Configuration Fundamentals,003c1f1812464db892c3ee35fcdabcf6
403,Troubleshooting Cisco Video Collaboration Endpoints,c4cc43aca206455a950c5d2c78e43190
405,AWS Developer: Getting Started,18ea4e71eeb0463f885de492dd300fa1
407,RxJS in Angular: Reactive Development,14a41bd992c649689340db4b365282f2
408,Google Cloud Platform Big Data and Machine Learning Fundamentals,81ec89dc557f44e3b442fabd34177402
411,Angular Architecture and Best Practices,a01a52ee7f344717b845fad3edbc0b46
416,Angular Routing,0b7342d688f644c3b0af4317309cab66
420,Getting Started with Spring Data REST,ae405511a4324cc1bd97699b0825df75
421,Spring Framework: Spring Data JPA,a37ed55231ae436c82bcab33dbcdea60
422,Java: BDD with Cucumber and Gherkin Getting Started,567ee51bd407470ebeb24caa5f2269bf
424,Cisco Nexus 1000v Implementation,aa5c66fc088244819805d47202ef5e03
426,Advanced JavaScript,c9c29d0e86ce4abda84fdfb3b972f419
430,Angular Denver '19: Security Thoughts for Angular Developers,80d1cb142ebe4fe9be7e327670008ee9
431,Cisco Core Security: Email Security with Cisco ESA,7122cadc2a814a72b9c54625e847b812
436,Conducting Passive Reconnaissance for CompTIA PenTest+,78880a6dc17a4740bfba482a596e22b4
438,Getting Started with Reverse Engineering,e138d299d49d41dc82483bccf4eea0cc
439,Continuous Delivery Using Docker And Ansible,4ac5ac47e29a4ba9a08e7a9f04709f65
440,Getting Started with Ansible,e0d1d5d28b17471795653cae18e40ddc
445,Cisco Core Security: Secure Network Access Using Cisco ISE,8bdac38eefb14ad8a630958c0fe3c162
449,Advanced Branching and Looping in GO,f35c9e78418f48f286609659967c09fe
450,Creating Custom Data Types with Go,7102a85a1819413e93d1a8ebe5b0c94c
453,Change It Up!,46c95d67330e406b8dcf67a72f1d7de9
460,Go Fundamentals,174079b9a9d54885b0b88a9cdf0b60de
462,Cisco Data Center Core: Configuring Networking,9e46f847035743c3b5599c8015b3c653
463,Getting Started with Programming in Java,93ea7716343e433f84de766edd057d9f
465,Introduction to Information Security within Cloud Computing,3f0b54d6d9434284bbfaabfbed1daad3
467,vSphere 7: Introduction,e5b17382617445058aec7f5a13c2fa94
477,Design Patterns in Java: Creational,779dbdf500ac4771bfae04638ee76d96
482,Network Services for Cisco CCNA,79d284251ced41108fa6cc3cb47c4e59
484,C# Design Patterns: Singleton,14e1203faafa49da9bd42f4f4a4b6d53
485,ASP.NET Core 3.0: The MVC Request Life Cycle,146af728b35d405eaebf8aee8e25c362
494,Managing and Monitoring Access on AWS,bc28b19836184525aeeb71bfafa07560
495,Securing Data and Secrets on AWS,ea4c11d54c924bd8858324f1fd0214b4
497,Google Cloud Fundamentals for AWS Professionals,7550434537304ac8be446340dcda17d3
499,GitHub: Getting Started,a98a6d97ac8a4b949f196d24e1665903
502,Introduction to Materials in Blender,f51cc90ff5bb4694bc20e2474962c163
508,Protocol Deep Dive: IPsec,7ef83af897fc42929f9be2e28be9584d
509,Protocol Deep Dive: DHCP,4eda6a3cc11e4c75ab1ad9881bbae013
511,"Smart Analytics, Machine Learning, and AI on GCP",6c32263564ea47e18b0f5e3851571b87
512,From Collections to Streams in Java 8 Using Lambda Expressions,da83b34285284374a047ca6f8670053f
516,Serverless Analytics on AWS,5d138eaab1e04d0dbd38e2fb871201b4
517,Introduction to Amazon Elastic MapReduce (EMR),200a29dbed364ff6b00a766430d67a24
518,Big Data on Amazon Web Services,968c57e859f34f14845baa9828a86024
522,Designing Cisco Enterprise Networks: IPv4 and IPv6 Addressing Design,fb921e4c47a449b0902afe5fcd8c954d
528,Using Jenkins X for Cloud-native CI/CD,90ec506911b14147b2d1f7c0a958f71b
535,Cisco CCIE Routing and Switching: Implement BGP,2a043a0e1e09415f9f87736565dc895c
542,Maven Fundamentals,917fbb54ee0b491e9b6dece4b97b5b79
544,Testing and Debugging Ansible Automation,59a6d8c6f9f44319b7cedfc0f8d233a3
547,ES6: The Right Parts,f65360ac77224e74a742d96d0c3e4f8e
548,JS.Next: ES6,e69ea86ee1dd45a496a569e821e185e8
550,Managing Ingress Traffic Patterns for Kubernetes Services,6a67134a6971458785a6317433df6579
553,Git: The Big Picture,a5c5493d72814c3e9f5d0b9786cb39c1
554,Hobby Projects Are Awesome: CodeMash,82654fece9a8401aa35628c0e42c2fc8
559,Django: Getting Started,4d6f39d0ad9b42bf979376c931b59e80
560,Code School: Digging into Django,e9c159ef7d4a4734a7d48a79850b540a
561,Django User Authentication,86b9a3db5d56488fb0574994728d891a
562,Docker and Containers: The Big Picture,0b2352cfc3f644dca150964388ca4767
566,"Building Mobile Apps with Ionic, Angular, and TypeScript",510d005fbe084238af9b11f8ed0a8ccd
567,Fusion 360 - Wooden Toy Design,db0355cc0c174974b3cc0ff06fd89e0c
568,Designing for CNC and Laser-cutting in Tinkercad,d9bac8c217604595bb305b42ddda7e76
569,C++ 17: Beyond the Basics ,c9dd859cb0064f20a8d89a512ea2fb47
570,C++ Standard Library: Associative Containers,9f9d02c23d3d4e069d1077dcaa8eba56
573,Microsoft Azure Cloud Concepts,0244eb43eb5048ad9af67ceb30fe1c96
574,Demystifying the AWS Certified Security Specialty Exam,769f2dd792ad4a98ad717da7236e5a26
576,Business Transformation with Google Cloud,df3e05f3e20441679d0f08eebdf2256d
578,Cloud Computing Fundamentals: Cloud Concepts,d0b9384f2bf849668ade918b7454e679
581,Deploying Microsoft Azure Synapse Analytics and Azure SQL Database,65335612f5df44169800bebd95fd7e84
582,Architecting and Implementing Azure Networking,f9c7165345fe4d8ba722ec0b38fa74ef
584,Investigations and Incident Management,37936ba5fd76405a933649e54da99eae
585,Protocol Deep Dive: ICMP,a804d3b00e9b487e8683fd6d72e0e69d
587,Web Development with Django and AngularJS,72b3c71c249f49e18e5eb595a6a20fa9
589,Scaling Python Data Applications with Dask,f8751832ba684bf79cd06962c6980401
591,Security Engineering,a88e6ea2233b4ff1b3ce2f8001ac5f0b
596,AWS Network Design: Getting Started,b7dae926ae1e417bace99eb635c97dcc
600,Foundations for Cloud Architecture ,6e92c5d6d86448f7937d9a34c4304be7
604,Cisco Wireless Basic Operation and Configuration,b2c04e7b635747698767267aa8984e4b
605,Getting Started with Cisco Stealthwatch,cac942734d0544979861ed338104fc7e
606,Cisco Core Security: Endpoint Protection and Detection with Cisco AMP,fabbfd767ab04bb499ab3119e5bfbbdb
607,C++ Fundamentals Including C++ 17,be4b2ad3d1484ebb8e81333735c6c1cf
616,Play by Play: What You Need to Know About HTTPS Today,8c751d632c7840f2bf396c0e373c3cf6
617,What Every Developer Must Know About HTTPS,a78ea89bc9de408cae23310b3271bcc8
619,"Configuring and Managing Kubernetes Networking, Services, and Ingress",abf8e2dccc2846cc9e3b03d6ec332e3b
622,Introduction to the Bash Shell on Mac OS and Linux,160e4f11c9224858a19147359e0e1fdf
623,Introduction to AWS Cloud Security,8eab9e1e576a4ea18e9fbeb60e7344e9
626,Snowflake? Why Should I Care?,16f9460bec084833a074891bcdeb32ee
629,Building Conversational Experiences with Dialogflow,4dbf9cdb04c74c1681dba99e1242c49e
630,Configuring and Managing Kubernetes Security,caf4e4f5b8504ba18e7954233f4d676e
634,AWS Infrastructure with Python: Getting Started,85b7e85f8edb4b0aa8f9595a073b371c
635,Microsoft Azure Security and Privacy Concepts,aad0e893445f47f6a538bd398e058ca6
636,Microsoft Azure Pricing and Support Options,32bc4356b8474f35b0504113e6787d3a
637,Getting Started with Prometheus,926917aa0f1e46a98ed41f5a89833001
639,Generating Tailored Searches in Splunk,b2139ff8aebb48b8aed2bb77b5b54e9d
640,Performing Basic Splunk Searches,1e47a00ca76f4c9e8f04ce64ac01affc
645,Ethical Hacking: SQL Injection,5c87385849e0462cb6117334a7ccde30
646,Microsoft Azure Authentication Scenarios for Developers,ec4abf86a9c146129220a48bb1d65c93
647,Building Your First Machine Learning Solution,2845106e13f5406d9114bb7f9b9ebad1
651,Creating Web Services with Go,28dd12cdacd647039a5911059d7e9946
654,Product Management: Executive Briefing,4a497495b98d4ad8985c64abedfdf118
656,Leadership and Communication Skills for Software Engineers,1372530ead904d2883fc598f7313d3dd
659,ng-conf '19: Unit Testing Angular,65343f0850ce420abe12ebd92fbda17a
660,Resilient Angular Testing,e14300e346d34451842fc2135617a92b
662,Visualizing Statistical Data Using Seaborn,d2cf0165a7294aec80b5318093120778
664,HTTP Fundamentals,e9a5dc06d488438cb9d92c7e1e68c171
665,Spring Data Mongo: Getting Started,7086c0ff53a04467b4116405054c3be0
666,Building Microservices,3c3b7bd18b0a4ac291108cf921b62acd
673,Unit Testing RxJS with Marble Diagrams,e1bb72fdde914951b4997cc6f2280cb4
678,Getting Started with Linux,420626c689874170b898a88e47dfaba4
679,Getting Started with Linux System Administration,3cbc55bbad374a058f07c461b8eaf4c6
681,Full Stack Web Development with Python (WEB2PY),8bbc481a4c3a469e9cf70eeaacad95d0
686,Getting Started with Docker Containers,f87afb7586c440e1864a23e84ba58a4c
691,Creating Holistic Product Strategies,2b6ae571312148a8b4a582dd7dd3c157
693,Unit Testing with Python,b337842ebfe24e7099a71f7903196447
701,Introduction to SQL Server,431c9f613a3c45cf9c0d18e8dcf8fc87
713,Intro to Garbage Collection,499c7d1e599a490eace21bc78e93a70c
714,Cryptography Principles for IT Professionals and Developers,14838653c4064223a2dcac76a034ead3
716,Python Best Practices for Code Quality,b5dd879ee19d45d8bc09ba9d27360f8f
717,Collecting and Preparing Data for Tableau Desktop,447f2aa119434daf9fe89827ae3896bf
721,Deep Learning: The Big Picture,f0c879288c37488c8acf05901e5db66d
739,Java Persistence API 2.2,09b3e1b912b84c99a0bb2210816c55f6
742,Leveraging Load Balancing Options on the GCP,a2974eae748f4b98895f40cb9ef8382a
743,Leveraging Advanced Networking and Load Balancing Services on the GCP,a21235676aaf4e2290ac7c7d5810f91d
746,Google Cloud Platform Fundamentals,cc3106bc044b48049ef14a186b8888ad
